text	label
2020年3月12日报道。	[('Time', 0, 10), ('MAN', 10, 12)]
2019年5月5日6时许，广西桂林市雁山区雁山镇西龙村一村民自建出租房发生火灾。	[('FIRE', 37, 39), ('Location', 13, 35), ('Time', 0, 12)]
其中，3人轻微伤正在留院观察，1人正在住院治疗，无生命危险。	[('Participant', 15, 17), ('RES', 19, 23), ('Participant', 3, 5), ('CAS', 24, 29), ('CAS', 5, 8), ('RES', 10, 14)]
2018年2月23日凌晨，江苏省南京市化学工业园区白龙路9号德司达南京染料有限公司厂房发生爆炸起火。	[('Time', 0, 12), ('CHEM', 45, 49), ('Location', 13, 43)]
目前，事故具体原因正在调查中。	[('MAN', 11, 13), ('Time', 0, 2), ('Object', 3, 9)]
2019年8月14日报道。	[('MAN', 10, 12), ('Time', 0, 10)]
2020年11月10日报道。	[('MAN', 11, 13), ('Time', 0, 11)]
此外，该矿故意封闭越界区域以逃避监管，伪造开江县国土局2016年8月23日封闭字样，销毁有关资料和记录。	[('COAL', 5, 9), ('Object', 9, 13), ('COAL', 19, 21), ('Participant', 3, 5), ('Object', 21, 41), ('Object', 44, 51), ('COAL', 42, 44)]
2018年4月14日中午12时许，广西南宁市良庆区良庆镇那黄村9队一构筑物发生倒塌事件，造成四名村民被压埋。	[('BUILD', 39, 41), ('Location', 17, 37), ('Time', 0, 16), ('BUILD', 51, 53), ('Participant', 46, 50)]
接警后，省、市公安、应急、消防、卫生等相关部门立即赶赴现场。	[('Participant', 4, 23), ('Location', 27, 29), ('Time', 0, 3), ('RES', 25, 27)]
事故发生后，当地紧急做好相关人员的安全疏散工作，并全力组织营救被困人员。	[('Time', 0, 5), ('Participant', 6, 8), ('Object', 12, 23), ('RES', 10, 12), ('RES', 27, 31), ('Participant', 31, 35)]
目前山东海利尔已全面停产进行安全检查，正全力配合有关政府部门调查分析事故原因，本次事故造成的具体财产损失正在进一步核实中。	[('Time', 0, 2), ('MAN', 30, 34), ('Participant', 2, 7), ('Participant', 24, 30), ('MAN', 57, 59), ('Object', 46, 52), ('Object', 34, 38), ('MAN', 8, 12)]
2022年4月12日上午，枞阳镇村民陆某某和何某某夫妇在汇金广场一楼从事自己经营的蔬菜分检工作。	[('Object', 41, 47), ('Location', 28, 34), ('BUILD', 34, 36), ('Time', 0, 12), ('Participant', 13, 27)]
2018年3月1日12时20分许，唐山华熠实业股份有限公司苯加氢车间在检修污水罐时，罐内残存可燃气体着火，造成4人死亡、1人受伤。	[('Participant', 55, 57), ('CAS', 57, 59), ('Object', 37, 40), ('Object', 42, 50), ('Participant', 60, 62), ('CAS', 62, 64), ('Location', 17, 34), ('Time', 0, 16), ('CHEM', 35, 37), ('CHEM', 50, 52)]
厂区周边群众已安全疏散。	[('Participant', 4, 6), ('Location', 0, 4), ('RES', 9, 11)]
至10月28日凌晨3时，现场搜寻救出7名被困人员，其中6人经现场抢救无效死亡，成功获救的伤者罗兰成正在医院救治，生命体征稳定。	[('Time', 1, 11), ('Location', 30, 32), ('Location', 12, 14), ('Participant', 27, 29), ('RES', 14, 18), ('RES', 32, 34), ('Location', 51, 53), ('CAS', 36, 38), ('Participant', 39, 49), ('RES', 53, 55), ('Participant', 18, 24)]
现场为芙蓉区荷花园电信大厦外墙起火，建筑高度218米，地上42层，地下2层。	[('FIRE', 15, 17), ('Location', 3, 15)]
目前，当地已派出约40辆消防车救援。	[('RES', 6, 8), ('RES', 15, 17), ('Object', 8, 15), ('Location', 3, 5), ('Time', 0, 2)]
目前，现场搜救工作已经结束。	[('Location', 3, 5), ('Object', 5, 9), ('Time', 0, 2), ('RES', 11, 13)]
2018年7月16日上午11时许，合肥石台路与洪岗路交口信旺华府骏苑某栋19楼一住户家发生火灾，一对姐弟俩在火灾中被困。	[('Participant', 48, 53), ('Location', 17, 43), ('FIRE', 45, 47), ('FIRE', 57, 59), ('Time', 0, 16)]
当前，事故调查和善后工作正在有序开展。	[('Time', 0, 2), ('Object', 3, 12), ('MAN', 16, 18)]
2021年8月30日报道。	[('MAN', 10, 12), ('Time', 0, 10)]
据了解，该事故为一工人在2#楼4层清理垃圾时，将装满垃圾的电动三轮车开到升降机后，将升降机门撞开，从4楼坠落，经抢救无效后死亡。	[('BUILD', 17, 19), ('Object', 19, 21), ('Object', 24, 34), ('BUILD', 46, 48), ('Object', 42, 46), ('Location', 12, 17), ('Location', 36, 39), ('Location', 50, 52), ('RES', 56, 58), ('CAS', 61, 63), ('BUILD', 34, 36), ('Participant', 8, 11), ('BUILD', 52, 54)]
目前伤者已送往县人民医院救治，生命体征正常。	[('RES', 12, 14), ('Participant', 2, 4), ('RES', 5, 7), ('Location', 7, 12), ('Time', 0, 2)]
接报后，南京消防指挥中心立即调派特勤一中队赶赴现场处置。	[('Location', 23, 25), ('Time', 0, 3), ('RES', 21, 23), ('RES', 14, 16), ('Participant', 4, 12), ('Participant', 16, 21)]
灞桥区纺一路一家属院楼房着火。	[('FIRE', 12, 14), ('Location', 0, 12)]
伤者第一时间送医救治，两名重伤学生经抢救无效死亡。	[('Participant', 11, 17), ('CAS', 22, 24), ('Participant', 0, 2), ('RES', 18, 20), ('RES', 6, 10)]
经核查，现场无人员伤亡及被困情况。	[('CAS', 9, 11), ('Location', 4, 6), ('Participant', 6, 9)]
接报后，南安市立即组织有关部门开展灭火、人员救治工作，4时许明火扑灭。	[('Object', 17, 26), ('Participant', 11, 15), ('Time', 27, 30), ('Time', 0, 3), ('Participant', 4, 7), ('Object', 30, 32), ('RES', 15, 17), ('RES', 32, 34), ('RES', 9, 11)]
2020年7月20日报道。	[('MAN', 10, 12), ('Time', 0, 10)]
事故发生后，古巷镇党政领导及区、镇相关职能部门第一时间亲临现场，成立事故处置小组，积极做好家属及相关人员的思想工作，目前现场情况稳定，善后工作正在有序推进中。	[('Location', 29, 31), ('MAN', 75, 77), ('Time', 58, 60), ('Object', 67, 71), ('Time', 0, 5), ('MAN', 43, 45), ('MAN', 27, 29), ('Participant', 34, 40), ('Participant', 6, 23), ('MAN', 32, 34), ('Object', 45, 57)]
2月23日上午10时许，救援过程中又发现一名被困人员，已无生命特征。	[('Time', 0, 11), ('CAS', 28, 33), ('Participant', 20, 26), ('RES', 18, 20)]
目前，肇事嫌疑人已被警方控制，事故正在进一步调查处理中。	[('MAN', 12, 14), ('Participant', 10, 12), ('Object', 15, 17), ('Participant', 3, 8), ('Time', 0, 2), ('MAN', 22, 26)]
截至目前，事故共造成5人遇难，20人受伤。	[('CAS', 12, 14), ('Participant', 15, 18), ('Participant', 10, 12), ('Time', 2, 4), ('CAS', 18, 20)]
2021年8月25日23时许，阜阳市颍上县刘集乡三优集村一私家比亚迪商务车途经S431省道3KM+950M处逆向驶入对面车道，翻至路边沟中，车上乘坐8人，其中6人送医抢救无效后死亡，另外2人生命正常。	[('Location', 65, 69), ('Object', 29, 37), ('Location', 39, 54), ('Location', 15, 28), ('Participant', 79, 81), ('Location', 58, 62), ('RES', 81, 85), ('CAS', 88, 90), ('Time', 0, 14), ('TRA', 54, 58), ('Participant', 93, 95), ('CAS', 95, 99), ('TRA', 63, 65)]
经有关部门现场勘查，初步认定事故原因系工作面瓦斯倾出，造成现场作业人员窒息伤亡。	[('CAS', 35, 39), ('Participant', 31, 35), ('Location', 5, 7), ('COAL', 24, 26), ('MAN', 7, 9), ('Object', 19, 24), ('Participant', 1, 5)]
2019年8月6日下午，定远县一辆大巴车因乡村道路湿滑发生侧翻，导致车内4人受伤，其中2人经抢救无效死亡、1人伤势较重、1人轻伤，事故具体原因正在进一步调查中。	[('Location', 34, 36), ('Participant', 43, 45), ('Participant', 53, 55), ('TRA', 29, 31), ('Time', 0, 11), ('Participant', 60, 62), ('CAS', 62, 64), ('Object', 15, 20), ('Participant', 36, 38), ('MAN', 76, 78), ('CAS', 50, 52), ('CAS', 55, 59), ('CAS', 38, 40), ('TRA', 25, 27), ('Location', 21, 25), ('Location', 12, 15), ('Object', 65, 71), ('RES', 46, 48)]
2019年10月4日报道。	[('MAN', 10, 12), ('Time', 0, 10)]
2021年10月8日19时左右，位于陕西太白县太白河镇的中国黄金集团太白金矿矿区因持续降雨突发泥石流，泥石流在巷道上方地表低洼处(巷道上方距地表垂直高度约8米)压塌巷道灌入，巷道内4人被困，其他人员安全返回地面，被困4人已救出1人，但已无生命体征，经医护人员确认不幸遇难。	[('COAL', 92, 94), ('Object', 82, 84), ('Location', 103, 105), ('Participant', 95, 99), ('Location', 18, 40), ('CAS', 133, 135), ('COAL', 80, 82), ('Participant', 113, 115), ('RES', 129, 131), ('CAS', 117, 123), ('RES', 99, 103), ('Object', 47, 50), ('COAL', 41, 45), ('RES', 111, 113), ('Participant', 90, 92), ('Object', 51, 54), ('COAL', 45, 47), ('Location', 55, 64), ('Time', 0, 15), ('Participant', 125, 129), ('Location', 87, 90)]
2019年10月22日报道。	[('MAN', 11, 13), ('Time', 0, 11)]
2019年1月5日上午11时许，福建省莆田市涵江区大洋乡可山村发生一起在建民房竹脚手架滑落事故，造成现场4人死亡，8名受伤人员陆续送往医院救治，其中1人因抢救无效死亡。	[('RES', 69, 71), ('Participant', 57, 63), ('Location', 67, 69), ('Location', 50, 52), ('CAS', 81, 83), ('Object', 35, 43), ('Time', 0, 15), ('CAS', 54, 56), ('BUILD', 43, 45), ('Participant', 74, 76), ('RES', 77, 79), ('RES', 65, 67), ('Participant', 52, 54), ('Location', 16, 31)]
2019年11月6日报道。	[('Time', 0, 10), ('MAN', 10, 12)]
2017年11月11日3时12分，辽宁沈阳焦煤股份有限公司红阳三矿发生事故，造成4人死亡，6人被困，目前抢险救援工作仍在进行中。	[('Object', 52, 58), ('Location', 17, 33), ('COAL', 35, 37), ('CAS', 42, 44), ('Participant', 45, 47), ('Participant', 40, 42), ('RES', 60, 62), ('COAL', 47, 49), ('Time', 0, 16), ('Time', 50, 52)]
接到报告后，县委主要领导带领县政府相关领导及县委办、政府办、公安等部门负责人赶赴现场指挥救援。	[('Participant', 14, 21), ('Participant', 6, 12), ('Participant', 22, 38), ('Time', 0, 5), ('RES', 38, 40), ('Location', 40, 42), ('RES', 42, 46), ('RES', 12, 14)]
3名施工人员在作业时发生事故，随后被立即送往医院救治，经抢救无效于次日下午先后死亡。	[('RES', 24, 26), ('CHEM', 12, 14), ('Location', 22, 24), ('Participant', 0, 6), ('Time', 7, 10), ('RES', 20, 22), ('CAS', 39, 41), ('Time', 33, 37), ('Time', 15, 17)]
2021年4月2日报道。	[('Time', 0, 9), ('MAN', 9, 11)]
受伤6人伤情基本稳定，没有生命危险。	[('Participant', 0, 4), ('CAS', 4, 10)]
事故原因调查和善后处置工作正在进行中。	[('MAN', 15, 17), ('Object', 0, 6), ('Object', 7, 13)]
2021年9月3日晚7点30分，大兴区北臧村镇六合庄村发生一起交通事故。	[('TRA', 31, 35), ('Time', 0, 15), ('Location', 16, 27)]
生态环境部门及时对企业周边空气质量进行动态监测，各项指标正常。	[('Object', 9, 17), ('MAN', 28, 30), ('MAN', 19, 23), ('Participant', 0, 6), ('Object', 24, 28)]
接警后，新区各相关部门迅速启动应急预案，省、市、区相关领导以及消防、应急等部门第一时间赶赴现场，协调组织救援。	[('Participant', 31, 39), ('RES', 50, 52), ('Object', 15, 19), ('Time', 0, 3), ('Object', 52, 54), ('RES', 13, 15), ('Location', 45, 47), ('RES', 43, 45), ('Participant', 20, 29), ('Participant', 4, 11)]
2020年10月30日，陕西省神木市陕西精益化工有限公司煤焦油预处理装置污水处理罐（长4米，直径2.4米）发生氮气窒息事故，致使3人死亡、1人受伤。	[('Object', 28, 41), ('CHEM', 55, 59), ('CAS', 66, 68), ('Time', 0, 11), ('CAS', 71, 73), ('Participant', 64, 66), ('Location', 12, 28), ('Participant', 69, 71)]
2022年5月9日报道。	[('Time', 0, 9), ('MAN', 9, 11)]
事故直接原因有两方面:一是被大山脚煤矿整合关闭的联兴煤矿C3煤层110303机运巷“两端高、中间低”，低凹处形成老空积水。	[('Location', 24, 41), ('Location', 51, 54), ('COAL', 54, 56), ('Object', 56, 60)]
2019年12月18日报道。	[('Time', 0, 11), ('MAN', 11, 13)]
目前，事故正在进一步处理中。	[('Time', 0, 2), ('Object', 3, 5), ('MAN', 10, 12)]
2019年12月31日20时许，沛县龙固镇徐州天安化工有限公司对停产的脱硫塔设备进行检修。	[('Object', 32, 40), ('Location', 16, 31), ('Time', 0, 15), ('CHEM', 42, 44)]
2018年5月10日报道。	[('MAN', 10, 12), ('Time', 0, 10)]
2019年12月17日1时30分许，贵州黔西南安龙县广隆煤矿发生一起煤与瓦斯突出事故。	[('COAL', 38, 40), ('Object', 34, 38), ('Location', 18, 30), ('Time', 0, 17)]
2019年7月3日报道。	[('Time', 0, 9), ('MAN', 9, 11)]
2022年7月25日0:20时许，苏某某（男、山东省人）驾驶辽GL***9号牌重型牵引车（运载柴油），沿绕城高速（G4202)外侧由大丰立交往蜀源立交方向行驶，至绕城高速外侧74km+600m处时，与何某某（男，甘肃省人）驾驶的甘A5***8号牌重型仓栅式货车相撞。	[('Participant', 17, 20), ('TRA', 130, 132), ('Object', 114, 130), ('Location', 81, 97), ('Time', 0, 16), ('Participant', 100, 103), ('Object', 30, 44)]
途中，其非法携带的烟火药意外爆燃，引发客车起火事故。	[('FIRE', 14, 16), ('FIRE', 21, 23), ('Object', 9, 12), ('Object', 19, 21)]
经核查，当班入井矿工共87人，事故发生后66人安全升井，21人被困，13日早上确认21名工人均已全部遇难。	[('Participant', 20, 23), ('RES', 23, 27), ('Participant', 28, 31), ('Participant', 41, 46), ('COAL', 31, 33), ('Time', 15, 20), ('CAS', 50, 52), ('Time', 34, 39)]
2018年4月15日零时19分，江苏省常熟市莫城街道湖鹤村湖鹤苑东区23幢发生火灾。	[('FIRE', 39, 41), ('Time', 0, 15), ('Location', 16, 37)]
2020年1月13日报道。	[('MAN', 10, 12), ('Time', 0, 10)]
由于救援巷道狭窄，且巷道内水量较大，救援组全力进行抽水作业，在确保救援人员安全的情况下，下井展开搜救。	[('Location', 44, 46), ('RES', 48, 50), ('Participant', 18, 21), ('RES', 25, 29)]
2017年7月22日广州市海珠区中交集团南方总部基地B区项目发生建筑工地塔吊倒塌较大事故，造成7人死亡、2人重伤，直接经济损失847.73万元。	[('CAS', 49, 51), ('Location', 10, 30), ('LOSS', 57, 63), ('Participant', 47, 49), ('CAS', 54, 56), ('Time', 0, 10), ('Participant', 52, 54), ('Object', 36, 38), ('Object', 63, 71), ('BUILD', 38, 40), ('Location', 32, 36)]
2021年5月1日11时19分许，G65包茂高速进城方向接龙隧道内（1609KM+320M处）发生涉及8车的道路交通事故，造成4人死亡，1人受伤。	[('CAS', 70, 72), ('Participant', 63, 65), ('TRA', 54, 60), ('Participant', 68, 70), ('Location', 17, 47), ('Time', 0, 16), ('Object', 51, 53), ('CAS', 65, 67)]
2022年5月12日报道。	[('MAN', 10, 12), ('Time', 0, 10)]
2023年2月22日13时许，内蒙古阿拉善盟阿拉善左旗新井煤业有限公司露天煤矿发生大面积坍塌，有工作人员和车辆被埋。	[('Object', 53, 55), ('COAL', 44, 46), ('Participant', 48, 52), ('Time', 0, 14), ('COAL', 55, 57), ('Location', 15, 39)]
2017年11月21日报道。	[('MAN', 11, 13), ('Time', 0, 11)]
1时58分，火灾被扑灭，过火面积50平米，事故造成4人死亡。	[('LOSS', 12, 16), ('Object', 6, 8), ('RES', 9, 11), ('Participant', 25, 27), ('Object', 16, 20), ('CAS', 27, 29), ('Time', 0, 5)]
事故原因正在全面调查中。	[('MAN', 8, 10), ('Object', 0, 4)]
火情发生后，大连市消防救援支队紧急出动开展救援，大厦供电及燃气被及时切断，当地街道工作人员对凯旋国际大厦及周边住户1800余人进行了紧急疏散。	[('RES', 34, 36), ('Participant', 6, 15), ('Participant', 37, 45), ('Participant', 55, 63), ('Object', 24, 31), ('Location', 46, 55), ('Time', 0, 5), ('RES', 68, 70), ('RES', 21, 23)]
二是立即连线现场了解现场实时情况，并调度相关工作；	[('Object', 12, 16), ('RES', 8, 10), ('Object', 20, 24), ('RES', 18, 20)]
事故原因正在调查中。	[('MAN', 6, 8), ('Object', 0, 4)]
经初步调查，起火建筑为一栋两层砖混结构村民自用住宅，占地面积约30㎡，总建筑面积约60㎡。	[('Location', 11, 25), ('FIRE', 6, 10)]
事故发生后，当地各有关部门迅速赶往现场开展应急抢险工作。	[('Object', 21, 27), ('Time', 0, 5), ('Location', 17, 19), ('RES', 15, 17), ('Participant', 6, 13), ('RES', 19, 21)]
事故发生后，合肥市、滁州市、省公安厅及肥东县、定远县高度重视，迅速成立工作专班，事故调查和善后工作正在积极开展中。	[('MAN', 33, 35), ('Participant', 23, 26), ('Participant', 6, 9), ('Participant', 35, 39), ('Time', 0, 5), ('Object', 40, 49), ('Participant', 19, 22), ('Participant', 10, 13), ('MAN', 53, 55), ('Participant', 14, 18)]
截至昨晚7时05分，救援人员从塌陷处再救出两名被困人员，但均无生命体征。	[('RES', 19, 21), ('Participant', 10, 14), ('Location', 15, 18), ('Participant', 21, 27), ('Time', 2, 9), ('CAS', 30, 35)]
应急管理部立即派出有化工、消防专家参加的工作组赶赴现场，并要求全力开展抢险救援，确保救援人员安全，全力救治伤员，及时疏散周边群众。	[('RES', 51, 53), ('Participant', 53, 55), ('Participant', 9, 23), ('Location', 25, 27), ('RES', 23, 25), ('Participant', 60, 64), ('RES', 7, 9), ('RES', 33, 35), ('Participant', 0, 5), ('RES', 58, 60), ('Object', 35, 39)]
事故发生后，重庆市、綦江区两级启动应急预案，组织专业救援人员施救，应急、医疗、公安、消防等部门在现场开展救援处置工作。	[('Participant', 36, 38), ('Participant', 6, 15), ('Object', 52, 58), ('Participant', 24, 30), ('Time', 0, 5), ('Participant', 42, 47), ('RES', 50, 52), ('RES', 22, 24), ('RES', 15, 17), ('Location', 48, 50), ('Object', 17, 21), ('Participant', 39, 41), ('Participant', 33, 35), ('RES', 30, 32)]
2021年12月22日报道。	[('Time', 0, 11), ('MAN', 11, 13)]
2021年3月14日报道。	[('MAN', 10, 12), ('Time', 0, 10)]
2019年7月29日下午16时44分左右，在南昌市小蓝经开区金沙三路，南昌金沙化工原料有限公司9号仓库发生火灾，过火面积初步统计约80-90平方米。	[('Location', 22, 34), ('Location', 35, 51), ('Object', 64, 73), ('FIRE', 53, 55), ('LOSS', 56, 60), ('Time', 0, 20)]
市政府已成立火灾事故调查组，对该起火灾事故开展调查。	[('MAN', 4, 6), ('Participant', 6, 13), ('Object', 17, 21), ('MAN', 23, 25), ('Participant', 0, 3)]
火灾造成4人死亡，1人受伤。	[('Participant', 4, 6), ('Participant', 9, 11), ('CAS', 11, 13), ('CAS', 6, 8)]
事故造成1名维修巡检人员死亡，无其他人员受伤，现场厂房、设备等资产收到一定的损失。	[('Object', 25, 33), ('Participant', 15, 20), ('CAS', 20, 22), ('Participant', 4, 12), ('CAS', 12, 14), ('LOSS', 38, 40)]
‌2021年3月15日11时50分，茂名石化化工分部顺丁橡胶装置前工段碱洗塔发生着火，现场有两名职工受轻微伤，已送往医院治疗。	[('RES', 56, 58), ('Time', 0, 17), ('Location', 43, 45), ('RES', 60, 62), ('Location', 18, 38), ('Location', 58, 60), ('CHEM', 40, 42), ('Participant', 46, 50), ('CAS', 50, 54)]
2019年7月19日报道。	[('MAN', 10, 12), ('Time', 0, 10)]
位于东莞市麻涌镇豪丰工业园一栋厂房发生火灾。	[('FIRE', 19, 21), ('Location', 2, 17)]
2018年4月26日报道。	[('MAN', 10, 12), ('Time', 0, 10)]
事故造成1人死亡，1人轻伤。	[('Participant', 9, 11), ('Participant', 4, 6), ('CAS', 11, 13), ('CAS', 6, 8)]
事故发生后，应急管理部党委书记黄明、部消防救援局局长琼色、副市长张家明赶到医院看望受伤人员。	[('Participant', 29, 35), ('Time', 0, 5), ('Participant', 18, 28), ('Participant', 6, 17), ('MAN', 39, 41), ('Location', 37, 39), ('Participant', 41, 45), ('MAN', 35, 37)]
2022年3月27日报道。	[('Time', 0, 10), ('MAN', 10, 12)]
2021年8月16日18时55分左右，呼伦贝尔驰宏矿业有限公司铅厂还原炉出现正压，可能其排烟系统出现问题，2名人员随即对除尘系统开展检查。	[('Time', 0, 18), ('Location', 19, 31), ('Object', 31, 36), ('COAL', 38, 40), ('Object', 60, 64), ('Participant', 53, 57), ('COAL', 66, 68)]
27日下午2时许，B17名被困人员已搜救完毕，其中，16人无生命体征，1人已送往医院全力抢救。	[('RES', 44, 46), ('CAS', 29, 34), ('RES', 38, 40), ('RES', 18, 22), ('Time', 0, 8), ('Participant', 0, 17), ('Location', 40, 42), ('Participant', 35, 37), ('Participant', 26, 29)]
晋江市委、市政府已经成立了事故善后处置工作组，全力以赴做好善后处置工作。	[('Participant', 5, 8), ('Object', 29, 35), ('MAN', 10, 12), ('Participant', 0, 4), ('MAN', 27, 29), ('Participant', 13, 22)]
6时02分许火势被控制。	[('Object', 6, 8), ('Time', 0, 6), ('RES', 9, 11)]
11月18日23时57分，抢险救援工作结束。	[('Object', 13, 19), ('Time', 0, 12), ('RES', 19, 21)]
2020年8月4日，哈尔滨市道里区城安街3号哈尔滨玉手食品有限公司仓库部分楼体发生坍塌，致9人被困。	[('Participant', 45, 47), ('Location', 10, 35), ('BUILD', 41, 43), ('Time', 0, 9), ('BUILD', 47, 49), ('Object', 35, 39)]
事故发生后，吴某已被警方控制，并抽取血液进行酒精检测。	[('Object', 22, 24), ('MAN', 12, 14), ('Participant', 10, 12), ('MAN', 24, 26), ('Time', 0, 5), ('Participant', 6, 8)]
此次火灾造成4人死亡、4人受伤，伤者被紧急送医救治，现生命体征平稳。	[('Participant', 16, 18), ('Participant', 6, 8), ('RES', 21, 25), ('Participant', 11, 13), ('CAS', 13, 15), ('CAS', 8, 10)]
经初步核实，当班井下作业人员23人，7人安全升井。	[('RES', 20, 24), ('Participant', 18, 20)]
2022年3月27日00时02分，安源煤业尚庄煤矿507工作面回风巷在提升设备材料过程中，一名作业人员被钢丝绳弹伤左大腿根部，经送医抢救无效死亡。	[('Object', 57, 62), ('Time', 0, 16), ('RES', 64, 68), ('COAL', 55, 57), ('Object', 52, 55), ('Object', 37, 41), ('CAS', 70, 72), ('COAL', 35, 37), ('Location', 17, 34), ('Participant', 45, 51)]
截至15时50分，已将被压人员全部解救出来，其中2人经抢救无效死亡，2名受伤人员已送往玉洞医院救治。	[('Location', 43, 47), ('Participant', 24, 26), ('Time', 2, 8), ('RES', 17, 19), ('Participant', 11, 15), ('CAS', 31, 33), ('Participant', 34, 40), ('RES', 27, 29), ('RES', 47, 49), ('RES', 41, 43)]
2019年4月25日报道。	[('MAN', 10, 12), ('Time', 0, 10)]
被困人员正在抓紧施救。	[('Participant', 0, 4), ('RES', 8, 10)]
目前，伤者均得到了妥善救治，受伤人员病情平稳。	[('Participant', 14, 18), ('Participant', 3, 5), ('RES', 9, 13), ('CAS', 18, 22), ('Time', 0, 2)]
目前，事故调查等相关工作正在进行中。	[('MAN', 14, 16), ('Time', 0, 2), ('Object', 3, 12)]
2017年10月2日17时许，达州天师煤业有限公司发生较大瓦斯爆炸事故，造成4人死亡、3人受伤，直接经济损失883万元。	[('COAL', 27, 35), ('LOSS', 48, 54), ('Time', 0, 14), ('Location', 15, 25), ('CAS', 40, 42), ('CAS', 45, 47), ('Participant', 43, 45), ('Object', 54, 59), ('Participant', 38, 40)]
凌晨3点，现场明火已被扑灭。	[('RES', 11, 13), ('Location', 5, 7), ('Object', 7, 9), ('Time', 0, 4)]
截至7月23日20时，最后1名失联人员已找到，已无生命体征。	[('CAS', 24, 29), ('RES', 20, 22), ('Time', 2, 10), ('Participant', 11, 19)]
2018年1月5日报道。	[('Time', 0, 9), ('MAN', 9, 11)]
2019年8月30日16时许，阜合产业园区的安徽东方民生药业有限公司厂区工程施工现场发生一起坠落事故，造成一人死亡。	[('BUILD', 46, 50), ('CAS', 55, 57), ('Time', 0, 14), ('Location', 15, 42), ('Participant', 53, 55)]
目前，该起事故正在进一步调查中。	[('Time', 0, 2), ('MAN', 12, 14), ('Object', 5, 7)]
市委副书记、市长唐良智就事故后续处理工作作出安排和部署。	[('Object', 12, 20), ('Participant', 0, 11), ('RES', 22, 27)]
当天18时许，消防员接警后赶到现场，经了解有3名工人被埋。	[('BUILD', 26, 28), ('Location', 15, 17), ('Time', 0, 6), ('Participant', 7, 10), ('RES', 13, 15), ('RES', 10, 12), ('Participant', 22, 26)]
消防官兵于10时21分到达现场，发现房屋建设架倒塌，3名工人被困，1人受伤，2人死亡，经过约10分钟抢救，最终救出被困群众并送医抢救，目前无生命危险。	[('CAS', 69, 74), ('Object', 18, 23), ('CAS', 35, 37), ('Participant', 0, 4), ('RES', 62, 66), ('Location', 13, 15), ('Time', 5, 11), ('BUILD', 30, 32), ('Participant', 33, 35), ('Participant', 38, 40), ('CAS', 40, 42), ('Participant', 57, 61), ('RES', 50, 52), ('Participant', 26, 30), ('RES', 11, 13), ('BUILD', 23, 25), ('Time', 45, 50), ('RES', 55, 57)]
2021年7月29日报道。	[('MAN', 10, 12), ('Time', 0, 10)]
20日晚8:13，已打通食物输送孔，救援食物已被送至被困4人手中。	[('RES', 10, 12), ('RES', 24, 26), ('Participant', 26, 30), ('Object', 18, 22), ('Object', 12, 17), ('Time', 0, 8)]
2018年7月30日凌晨3时许，在朝阳区北五环主路广顺桥东由西向东方向，柳某某(男，49岁，北京人)驾驶一京G号牌工程作业车在应急车道内停车进行道路养护作业时，适有张某某(男，43岁，河北衡水人)驾驶一冀R号牌面包车由西向东行驶，面包车前部右侧与工程作业车后部左侧接触，造成面包车内5人当场死亡，司机张某某受伤。	[('Participant', 82, 85), ('Object', 123, 132), ('CAS', 153, 155), ('TRA', 132, 134), ('Time', 0, 15), ('CAS', 145, 147), ('Location', 137, 141), ('Participant', 148, 153), ('Participant', 36, 39), ('Object', 53, 62), ('Participant', 141, 143), ('Object', 101, 108), ('Object', 115, 122), ('Location', 17, 35)]
2020年7月7日报道。	[('MAN', 9, 11), ('Time', 0, 9)]
省、州、县相关领导现场指挥施救，专家团队已进一步根据井下情况研究了施救措施。	[('Location', 9, 11), ('RES', 11, 15), ('Participant', 16, 20), ('Participant', 0, 9), ('RES', 30, 32), ('Object', 33, 37)]
生态环境分局已对周围环境进行监测，事故原因正在调查中。	[('Location', 8, 12), ('MAN', 23, 25), ('Participant', 0, 6), ('MAN', 14, 16), ('Object', 17, 21)]
2018年1月20日18时许，乡宁县双鹤乡马村有当地五名村民私自进入上世纪80年代生产队废弃的小(煤)矿点被困。	[('Time', 0, 14), ('Location', 15, 23), ('COAL', 53, 55), ('Participant', 26, 30), ('Location', 44, 53), ('COAL', 30, 34)]
截至8月4日7时，事故造成6人死亡(其中1人为受伤医治无效死亡，5人为失联人员)、4人受伤(其中1人伤情较轻已出院，3人正在救治，无生命危险)。	[('Participant', 48, 50), ('CAS', 50, 54), ('CAS', 15, 17), ('Participant', 41, 43), ('RES', 62, 64), ('Participant', 20, 22), ('CAS', 43, 45), ('CAS', 65, 70), ('CAS', 35, 37), ('CAS', 29, 31), ('Participant', 58, 60), ('Participant', 32, 34), ('RES', 25, 27), ('RES', 55, 57), ('Participant', 13, 15), ('Time', 2, 8)]
火灾共造成5人死亡，4人受伤。	[('CAS', 7, 9), ('Participant', 5, 7), ('CAS', 12, 14), ('Participant', 10, 12)]
经全力扑救，零时55分明火被扑灭。	[('RES', 14, 16), ('Time', 6, 11), ('Object', 11, 13)]
目前，事故原因在进一步调查中。	[('MAN', 11, 13), ('Time', 0, 2), ('Object', 3, 7)]
相关部门已到场处置。	[('Participant', 0, 4), ('RES', 5, 9)]
